,px,pz,start_speed,end_speed,spin_rate,spin_dir,break_angle,break_length,break_y,ax,ay,az,sz_bot,sz_top,type_confidence,vx0,vy0,vz0,x,x0,y,y0,z0,pfx_x,pfx_z,nasty,zone,code,type,pitch_type,event_num,b_score,ab_id,b_count,s_count,outs,pitch_num,on_1b,on_2b,on_3b,xmid,zmid,batter_id,event,g_id,inning,o,p_score,p_throws,pitcher_id,stand,top
252,0.756,1.488,83.1,76.0,400.204,33.036,-4.1,9.9,23.7,1.832,28.16,-34.991,1.46,3.1,2.0,3.596,-121.815,-2.7,88.18,-0.911,198.6,50.0,5.693,1.24,-1.96,86.0,14.0,B,B,SL,521,3.0,2015000062.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.18083333333333335,3.7538333333333327,543939,Groundout,201500001,8,2,0,R,467008,L,True
253,-0.79,1.062,93.4,85.7,2224.513,254.363,34.3,7.4,23.8,-20.183,32.879,-26.525,1.45,3.13,0.921,4.099,-136.688,-7.345,147.11,-0.918,210.11,50.0,5.631,-10.77,2.98,68.0,13.0,X,X,FT,522,3.0,2015000062.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.04349999999999987,3.0981666666666667,543939,Groundout,201500001,8,2,0,R,467008,L,True
254,-0.189,1.704,93.0,85.2,2188.029,236.029,35.6,6.0,23.8,-17.036,32.494,-20.696,1.58,3.49,2.0,4.73,-136.204,-6.941,124.2,-0.767,192.77,50.0,5.737,-9.15,6.13,49.0,8.0,D,X,FT,526,3.0,2015000063.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.2845000000000001,3.2096666666666667,445055,Double,201500001,8,2,0,R,467008,L,True
255,-1.402,1.793,82.2,76.0,353.529,27.035,-2.2,9.8,23.8,1.335,24.471,-34.79,1.58,3.52,2.0,-0.022,-120.524,-2.082,170.44,-1.511,190.37,50.0,5.754,0.91,-1.84,57.0,13.0,B,B,SL,532,3.0,2015000064.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,-1.5323333333333333,3.926833333333333,448602,Strikeout,201500001,8,3,0,R,467008,R,True
256,-2.192,3.296,93.3,85.2,2156.881,228.16,37.9,5.4,23.7,-15.145,33.117,-18.614,1.58,3.52,0.79,-0.244,-136.735,-3.681,200.55,-1.053,149.79,50.0,5.954,-8.09,7.2,36.0,11.0,B,B,FT,533,3.0,2015000064.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,-0.9483333333333334,4.025,448602,Strikeout,201500001,8,3,0,R,467008,R,True
257,1.034,1.018,95.3,86.6,2632.304,236.663,42.7,5.9,23.7,-21.095,35.826,-18.298,1.58,3.52,2.0,8.334,-139.162,-9.298,77.59,-0.604,211.29,50.0,5.653,-10.93,7.15,56.0,14.0,B,B,FT,534,3.0,2015000064.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,1.1258333333333332,2.7396666666666665,448602,Strikeout,201500001,8,3,0,R,467008,R,True
258,-0.09,3.214,93.3,84.9,2537.128,212.312,41.2,3.8,23.7,-12.776,33.681,-11.975,1.58,3.52,2.0,5.147,-136.667,-4.798,120.43,-1.121,152.0,50.0,5.833,-6.84,10.78,36.0,2.0,C,S,FF,535,3.0,2015000064.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,-0.03550000000000009,3.625166666666667,448602,Strikeout,201500001,8,3,0,R,467008,R,True
259,0.686,1.511,81.5,75.0,395.484,75.038,-6.4,9.6,23.8,3.147,25.686,-33.015,1.58,3.52,2.0,3.427,-119.495,-3.111,90.85,-1.06,197.98,50.0,5.833,2.2,-0.64,54.0,14.0,S,S,SL,536,3.0,2015000064.0,3.0,1.0,2.0,5.0,0.0,1.0,0.0,-0.37033333333333335,3.7253333333333334,448602,Strikeout,201500001,8,3,0,R,467008,R,True
260,-1.009,1.856,83.1,76.6,197.474,92.73,-3.1,8.9,23.8,1.657,25.46,-32.095,1.58,3.52,2.0,0.718,-121.873,-2.474,155.46,-1.452,188.67,50.0,5.675,1.11,0.0,53.0,13.0,C,S,SL,537,3.0,2015000064.0,3.0,2.0,2.0,6.0,0.0,1.0,0.0,-1.323,3.7655,448602,Strikeout,201500001,8,3,0,R,467008,R,True
261,0.734,1.534,93.4,85.0,2658.936,220.37,41.5,4.4,23.7,-16.18,33.23,-13.143,1.69,3.76,2.0,12.054,-136.294,-7.96,89.02,-2.639,197.36,50.0,5.423,-8.7,10.2,80.0,14.0,B,B,FF,545,0.0,2015000065.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.22749999999999992,2.6285,451594,Strikeout,201500001,8,1,3,R,477229,L,False
262,-0.436,2.314,93.1,85.2,2375.223,217.907,36.3,4.3,23.8,-13.692,31.442,-14.591,1.69,3.76,2.0,9.026,-136.118,-5.58,133.62,-2.85,176.3,50.0,5.411,-7.34,9.39,41.0,7.0,F,S,FF,546,0.0,2015000065.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0313333333333334,3.0799999999999996,451594,Strikeout,201500001,8,1,3,R,477229,L,False
263,-0.15,1.306,85.0,78.9,2139.061,254.683,29.6,8.3,23.8,-17.661,23.411,-27.337,1.69,3.76,2.0,9.744,-124.194,-4.31,122.72,-2.652,203.52,50.0,5.321,-11.24,3.03,40.0,13.0,S,S,CH,547,0.0,2015000065.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,-0.4643333333333334,3.061,451594,Strikeout,201500001,8,1,3,R,477229,L,False
264,-1.087,4.146,93.9,86.0,2556.092,236.574,43.9,5.6,23.8,-20.209,31.18,-18.836,1.69,3.76,2.0,8.835,-137.432,-0.312,158.43,-2.971,126.84,50.0,5.543,-10.59,6.95,68.0,11.0,B,B,FF,548,0.0,2015000065.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,-1.1465,4.265333333333333,451594,Strikeout,201500001,8,1,3,R,477229,L,False
265,0.018,2.204,92.2,84.0,2506.746,217.514,38.4,4.3,23.7,-14.177,31.863,-13.708,1.69,3.76,2.0,9.897,-134.736,-5.468,116.31,-2.708,179.27,50.0,5.245,-7.79,10.1,28.0,8.0,F,S,FF,549,0.0,2015000065.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,-0.6958333333333335,2.882833333333333,451594,Strikeout,201500001,8,1,3,R,477229,L,False
266,0.353,2.354,85.9,79.0,2347.081,247.729,33.5,7.6,23.8,-18.792,25.728,-24.478,1.69,3.76,2.0,11.307,-125.521,-2.504,103.54,-2.68,175.22,50.0,5.36,-11.79,4.78,35.0,9.0,C,S,CH,550,0.0,2015000065.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,-0.18100000000000005,3.458666666666667,451594,Strikeout,201500001,8,1,3,R,477229,L,False
267,-0.534,1.663,84.2,78.8,359.168,100.431,-6.5,8.4,23.9,3.004,22.379,-31.621,1.61,3.59,2.0,4.396,-123.379,-3.333,137.35,-2.583,193.88,50.0,5.67,1.93,0.31,79.0,7.0,C,S,SL,554,0.0,2015000066.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.7193333333333334,3.6406666666666667,624585,Groundout,201500001,8,2,3,R,477229,R,False
268,1.041,1.389,84.0,77.8,400.706,104.143,-8.3,8.6,23.8,3.29,25.009,-31.345,1.61,3.59,2.0,7.747,-122.84,-3.759,77.32,-2.438,201.28,50.0,5.612,2.16,0.5,61.0,14.0,S,S,SL,555,0.0,2015000066.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,-0.8785000000000002,3.4588333333333336,624585,Groundout,201500001,8,2,3,R,477229,R,False
269,0.03,1.714,95.1,87.3,2602.171,218.766,42.9,4.1,23.8,-15.595,31.328,-12.755,1.61,3.59,2.0,9.564,-138.857,-7.927,115.86,-2.421,192.5,50.0,5.456,-7.99,9.92,33.0,8.0,X,X,FF,556,0.0,2015000066.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,-0.5296666666666666,2.7583333333333333,624585,Groundout,201500001,8,2,3,R,477229,R,False
270,-1.459,2.111,93.5,85.5,2948.067,233.916,50.2,5.8,23.7,-22.472,32.367,-15.797,1.66,3.59,2.0,8.042,-136.839,-5.8,172.61,-2.895,181.78,50.0,5.354,-11.94,8.66,44.0,13.0,B,B,FF,560,0.0,2015000067.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,-1.182,3.0108333333333333,519203,Walk,201500001,8,2,3,R,477229,L,False
271,-1.258,1.062,93.7,85.6,3214.267,230.523,55.1,5.7,23.7,-23.417,32.527,-12.887,1.66,3.59,2.0,8.412,-136.929,-8.939,164.95,-2.767,210.11,50.0,5.268,-12.43,10.2,47.0,13.0,B,B,FF,561,0.0,2015000067.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,-0.9766666666666668,2.315,519203,Walk,201500001,8,2,3,R,477229,L,False
272,-0.498,1.945,86.2,79.2,2439.619,248.312,35.3,7.8,23.8,-19.696,26.635,-24.341,1.66,3.59,2.0,9.582,-126.05,-3.587,135.98,-2.759,186.27,50.0,5.362,-12.29,4.84,45.0,7.0,S,S,CH,562,0.0,2015000067.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,-0.6043333333333332,3.250166666666667,519203,Walk,201500001,8,2,3,R,477229,L,False
273,-1.281,1.885,94.3,85.8,2899.302,232.982,49.5,5.7,23.7,-22.011,34.528,-15.577,1.81,3.67,2.0,7.767,-137.943,-6.568,165.83,-2.649,187.89,50.0,5.372,-11.58,8.69,64.0,13.0,C,S,FF,563,0.0,2015000067.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,-0.9999999999999999,2.904333333333333,519203,Walk,201500001,8,2,3,R,477229,L,False
274,0.139,0.927,86.0,78.9,2713.32,256.064,36.6,8.8,23.8,-22.794,27.228,-26.518,1.66,3.59,2.0,11.293,-125.573,-5.303,111.7,-2.564,213.75,50.0,5.244,-14.38,3.52,21.0,14.0,B,B,CH,564,0.0,2015000067.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,-0.014166666666666439,2.7921666666666662,519203,Walk,201500001,8,2,3,R,477229,L,False
275,-0.806,0.988,86.2,79.7,2245.316,244.803,32.7,7.5,23.8,-17.656,25.465,-23.867,1.66,3.59,2.0,8.438,-126.078,-5.788,147.72,-2.771,212.1,50.0,5.238,-10.96,5.11,44.0,13.0,B,B,CH,565,0.0,2015000067.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,-0.8751666666666665,2.687166666666667,519203,Walk,201500001,8,2,3,R,477229,L,False
276,0.445,1.234,94.9,86.2,2809.052,224.806,46.5,4.8,23.7,-18.904,35.452,-13.142,1.54,3.37,2.0,10.02,-138.542,-9.708,100.04,-1.962,205.46,50.0,5.696,-9.88,9.91,69.0,14.0,B,B,FF,569,0.0,2015000068.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.06483333333333341,2.6391666666666667,516770,Strikeout,201500001,8,3,3,R,477229,R,False
277,-0.001,2.621,93.7,85.1,2900.171,212.096,50.0,3.6,23.7,-14.561,34.076,-8.959,1.54,3.37,2.0,7.779,-137.084,-6.709,117.04,-1.886,168.01,50.0,5.733,-7.76,12.33,22.0,5.0,F,S,FF,570,0.0,2015000068.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,-0.2968333333333333,3.1494999999999997,516770,Strikeout,201500001,8,3,3,R,477229,R,False
278,0.123,2.352,94.8,86.6,2329.861,226.702,37.8,4.9,23.7,-16.21,33.721,-16.9,1.54,3.37,2.0,8.321,-138.688,-6.195,112.31,-1.839,175.28,50.0,5.76,-8.4,7.88,25.0,5.0,F,S,FF,571,0.0,2015000068.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,-0.15799999999999992,3.3993333333333333,516770,Strikeout,201500001,8,3,3,R,477229,R,False
279,0.52,0.474,86.4,80.3,597.775,123.508,-9.8,7.8,23.8,4.341,25.808,-29.3,1.54,3.37,2.0,5.523,-126.352,-7.071,97.18,-2.043,225.98,50.0,5.664,2.69,1.73,30.0,14.0,W,S,SL,572,0.0,2015000068.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,-0.9856666666666667,2.9248333333333334,516770,Strikeout,201500001,8,3,3,R,477229,R,False
280,0.352,2.263,94.3,86.8,2836.73,214.044,48.8,3.7,23.8,-15.09,30.352,-9.84,1.72,3.56,2.0,9.062,-137.85,-7.549,103.58,-1.958,177.68,50.0,5.699,-7.83,11.56,54.0,9.0,C,S,FF,580,3.0,2015000069.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.15049999999999997,3.0176666666666665,572761,Flyout,201500001,9,1,0,R,444468,L,True
281,-0.326,1.692,95.3,87.2,2618.125,238.725,43.1,5.9,23.8,-21.497,33.62,-19.117,1.72,3.56,2.0,8.5,-139.373,-7.254,129.43,-1.996,193.1,50.0,5.607,-11.02,6.65,53.0,13.0,F,S,FT,581,3.0,2015000069.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,-0.2426666666666667,3.0953333333333335,572761,Flyout,201500001,9,1,0,R,444468,L,True
282,-1.241,3.547,95.4,87.1,2417.0,198.969,30.7,2.7,23.7,-7.571,33.826,-10.15,1.72,3.56,2.0,3.872,-139.79,-4.26,164.3,-2.148,143.01,50.0,5.767,-3.86,11.18,65.0,11.0,B,B,FF,582,3.0,2015000069.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,-1.3728333333333333,3.7253333333333334,572761,Flyout,201500001,9,1,0,R,444468,L,True
283,1.298,1.604,96.4,87.2,2848.91,216.985,47.6,3.8,23.7,-16.619,37.305,-10.109,1.72,3.56,2.0,11.328,-140.67,-9.077,67.52,-1.719,195.47,50.0,5.563,-8.45,11.18,38.0,14.0,B,B,FF,583,3.0,2015000069.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.4936666666666666,2.6518333333333333,572761,Flyout,201500001,9,1,0,R,444468,L,True
284,1.131,-0.908,84.6,78.1,393.483,348.588,-1.3,9.9,23.8,-0.663,27.871,-35.458,1.72,3.56,2.0,8.034,-123.525,-8.287,73.89,-2.127,0.0,50.0,5.527,-0.44,-2.2,41.0,14.0,B,B,SL,584,3.0,2015000069.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,-0.4613333333333332,2.4928333333333335,572761,Flyout,201500001,9,1,0,R,444468,L,True
285,-0.279,2.656,94.1,85.7,1851.495,215.841,24.7,4.5,23.7,-10.302,34.284,-17.912,1.72,3.56,2.0,6.286,-137.859,-4.705,127.63,-1.898,167.07,50.0,5.615,-5.42,7.47,27.0,4.0,X,X,FF,585,3.0,2015000069.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,-0.6368333333333334,3.5130000000000003,572761,Flyout,201500001,9,1,0,R,444468,L,True
286,1.217,2.804,94.3,85.9,2339.657,198.624,21.4,2.9,23.7,-7.101,33.75,-11.105,1.59,3.45,2.0,9.229,-137.866,-5.664,70.61,-1.705,163.07,50.0,5.65,-3.73,11.03,68.0,12.0,B,B,FF,589,3.0,2015000070.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.06683333333333336,3.307833333333334,518792,Lineout,201500001,9,2,0,R,444468,L,True
287,-1.002,2.325,94.1,86.0,2322.034,233.734,38.7,5.6,23.7,-17.787,33.293,-19.125,1.59,3.45,2.0,5.995,-137.83,-5.478,155.19,-2.003,176.01,50.0,5.648,-9.33,6.81,58.0,13.0,C,S,FT,590,3.0,2015000070.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,-0.725,3.419,518792,Lineout,201500001,9,2,0,R,444468,L,True
288,0.836,2.89,95.4,86.4,2671.018,208.204,41.8,3.1,23.7,-12.134,35.997,-9.549,1.59,3.45,2.0,9.018,-139.447,-5.676,85.13,-1.65,160.75,50.0,5.604,-6.26,11.64,56.0,12.0,X,X,FF,591,3.0,2015000070.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.11466666666666664,3.2769999999999997,518792,Lineout,201500001,9,2,0,R,444468,L,True
289,0.354,2.886,83.9,77.3,907.935,96.161,-15.0,8.7,23.8,7.652,25.734,-31.348,1.82,3.67,2.0,4.082,-122.981,-0.715,103.51,-1.984,160.86,50.0,5.854,5.03,0.49,59.0,6.0,S,S,SL,595,3.0,2015000071.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,-1.2341666666666666,4.329166666666667,407812,Walk,201500001,9,2,0,R,444468,R,True
290,0.098,2.955,94.8,87.0,2259.657,211.381,32.8,3.7,23.8,-11.251,31.436,-13.729,1.82,3.67,2.0,7.603,-138.716,-4.927,113.26,-1.928,159.0,50.0,5.672,-5.78,9.44,24.0,5.0,F,S,FF,596,3.0,2015000071.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,-0.43333333333333324,3.526833333333333,407812,Walk,201500001,9,2,0,R,444468,R,True
291,-1.535,4.501,94.2,85.4,1814.522,232.223,30.3,5.3,23.7,-13.65,35.447,-21.595,1.82,3.67,2.0,4.392,-138.077,0.528,175.51,-2.226,117.25,50.0,5.779,-7.19,5.53,31.0,11.0,B,B,FT,597,3.0,2015000071.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,-1.2813333333333334,4.679166666666667,407812,Walk,201500001,9,2,0,R,444468,R,True
292,0.848,3.04,95.3,86.7,2466.052,217.01,39.5,3.9,23.7,-14.26,34.603,-13.258,1.82,3.67,2.0,9.509,-139.362,-4.956,84.68,-1.673,156.7,50.0,5.734,-7.33,9.69,55.0,12.0,F,S,FF,598,3.0,2015000071.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.1983333333333333,3.5795000000000003,407812,Walk,201500001,9,2,0,R,444468,R,True
293,1.29,0.407,85.1,78.7,401.562,44.658,-6.1,9.4,23.8,2.421,26.863,-34.624,1.82,3.67,2.0,7.62,-124.44,-5.436,67.83,-2.024,227.79,50.0,5.515,1.56,-1.62,40.0,14.0,B,B,SL,599,3.0,2015000071.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,-0.497,3.096,407812,Walk,201500001,9,2,0,R,444468,R,True
294,2.456,0.033,85.2,78.8,714.537,130.313,-12.2,8.0,23.8,4.671,26.953,-28.211,1.82,3.67,2.0,9.451,-124.374,-7.561,23.38,-1.797,237.89,50.0,5.48,3.01,2.5,16.0,14.0,B,B,SL,600,3.0,2015000071.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.07866666666666672,2.548166666666667,407812,Walk,201500001,9,2,0,R,444468,R,True
295,1.207,0.808,84.2,77.6,663.87,87.795,-11.6,9.1,23.8,5.636,27.189,-32.391,1.82,3.67,2.0,6.603,-123.257,-4.902,70.99,-2.0,216.96,50.0,5.594,3.71,-0.19,40.0,14.0,B,B,SL,601,3.0,2015000071.0,3.0,2.0,2.0,7.0,0.0,0.0,0.0,-0.7056666666666667,3.216833333333333,407812,Walk,201500001,9,2,0,R,444468,R,True
296,-0.215,3.586,93.0,84.9,2283.186,204.448,28.8,3.3,23.7,-8.874,32.376,-12.656,1.73,3.68,2.0,6.411,-136.238,-3.277,125.2,-1.99,141.96,50.0,5.69,-4.76,10.44,58.0,2.0,S,S,FF,607,3.0,2015000072.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,-0.7058333333333333,3.768,425509,Flyout,201500001,9,3,0,R,444468,R,True
297,-0.161,3.172,94.0,85.7,2324.259,198.307,23.9,2.9,23.7,-6.927,33.156,-11.239,1.73,3.68,2.0,6.06,-137.642,-4.773,123.14,-1.927,153.14,50.0,5.703,-3.64,10.97,33.0,2.0,X,X,FF,613,3.0,2015000072.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,-0.7406666666666667,3.5233333333333334,425509,Flyout,201500001,9,3,0,R,444468,R,True
298,-0.734,1.747,94.9,87.3,2078.684,209.316,28.9,4.0,23.8,-9.745,31.79,-14.821,1.47,3.27,2.0,2.238,-138.903,-8.628,144.98,-0.902,191.61,50.0,5.883,-5.0,8.86,72.0,13.0,C,S,FF,625,0.0,2015000073.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4013333333333334,3.0766666666666667,458085,Strikeout,201500001,9,1,3,R,572096,L,False
299,1.735,2.166,96.2,88.0,2320.694,192.783,14.5,2.6,23.8,-4.977,33.988,-10.241,1.47,3.27,2.0,7.635,-140.6,-8.564,50.87,-0.699,180.3,50.0,5.928,-2.5,11.0,23.0,14.0,B,B,FF,626,0.0,2015000073.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.7263333333333334,3.130333333333333,458085,Strikeout,201500001,9,1,3,R,572096,L,False
300,-0.177,3.388,85.6,78.5,2163.872,239.498,33.3,7.1,23.8,-16.122,26.817,-22.677,1.55,3.15,2.0,4.38,-125.451,-2.14,123.75,-0.629,147.3,50.0,6.112,-10.18,5.95,42.0,11.0,C,S,CH,627,0.0,2015000073.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.44533333333333325,4.254166666666666,458085,Strikeout,201500001,9,1,3,R,572096,L,False
301,-0.135,1.445,86.6,80.1,2162.375,233.287,32.7,6.6,23.8,-15.136,25.543,-20.887,1.47,3.27,2.0,4.426,-126.677,-6.936,122.15,-0.695,199.77,50.0,5.885,-9.3,6.89,38.0,13.0,B,B,CH,628,0.0,2015000073.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.36000000000000004,3.0908333333333333,458085,Strikeout,201500001,9,1,3,R,572096,L,False
302,-0.671,1.812,97.7,89.1,2250.897,196.478,23.7,2.9,23.7,-6.29,36.296,-10.912,1.47,3.27,2.0,1.869,-142.912,-9.398,142.58,-0.937,189.86,50.0,5.849,-3.08,10.36,54.0,7.0,C,S,FF,629,0.0,2015000073.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,-0.5473333333333334,2.967166666666667,458085,Strikeout,201500001,9,1,3,R,572096,L,False
303,0.956,4.629,78.4,72.6,1118.656,88.416,-16.0,10.0,23.8,8.86,21.061,-32.419,1.57,3.5,2.0,1.684,-114.949,3.044,80.56,-0.645,113.8,50.0,6.432,6.61,-0.24,85.0,12.0,B,B,CU,633,0.0,2015000074.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.3953333333333334,5.5504999999999995,592609,Strikeout,201500001,9,2,3,R,572096,R,False
304,1.629,1.53,94.4,86.7,2289.755,190.198,9.7,2.8,23.8,-3.854,31.818,-10.753,1.57,3.5,2.0,7.339,-137.902,-10.12,54.91,-0.81,197.47,50.0,5.981,-2.01,11.13,33.0,14.0,B,B,FF,634,0.0,2015000074.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.577,2.828,592609,Strikeout,201500001,9,2,3,R,572096,R,False
305,-0.377,2.131,97.1,88.6,2642.416,204.802,42.5,3.0,23.7,-10.854,35.497,-8.687,1.57,3.5,2.0,3.344,-142.056,-9.083,131.37,-0.878,181.24,50.0,5.94,-5.36,11.57,39.0,7.0,C,S,FF,635,0.0,2015000074.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,-0.18083333333333323,3.071333333333333,592609,Strikeout,201500001,9,2,3,R,572096,R,False
306,-0.02,2.926,97.4,89.0,2223.5,207.373,32.5,3.4,23.7,-10.048,34.938,-12.768,1.57,3.5,2.0,3.886,-142.586,-6.396,117.76,-0.767,159.78,50.0,6.015,-4.92,9.46,27.0,2.0,F,S,FF,636,0.0,2015000074.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.01649999999999996,3.682166666666666,592609,Strikeout,201500001,9,2,3,R,572096,R,False
307,-0.087,3.751,97.8,89.6,2407.381,189.614,18.4,2.1,23.8,-3.972,34.3,-8.728,1.57,3.5,2.0,2.863,-143.308,-5.059,120.32,-0.851,137.5,50.0,6.088,-1.92,11.28,41.0,11.0,S,S,FF,637,0.0,2015000074.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,-0.30899999999999994,3.9795000000000003,592609,Strikeout,201500001,9,2,3,R,572096,R,False
308,0.082,1.057,97.2,89.1,2736.552,210.095,46.4,3.4,23.8,-13.426,33.872,-9.009,1.55,3.36,2.0,4.671,-141.945,-11.645,113.87,-0.729,210.24,50.0,5.796,-6.61,11.37,38.0,14.0,B,B,FF,641,0.0,2015000075.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.2273333333333334,2.479,570489,Strikeout,201500001,9,3,3,R,572096,L,False
309,0.468,0.907,97.3,89.2,3008.287,197.278,46.6,2.1,23.8,-8.748,33.782,-4.052,1.55,3.36,2.0,5.136,-142.032,-13.086,99.16,-0.809,214.29,50.0,5.841,-4.3,13.79,35.0,14.0,B,B,FF,642,0.0,2015000075.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.18783333333333332,2.2248333333333337,570489,Strikeout,201500001,9,3,3,R,572096,L,False
310,-0.871,2.8,96.3,88.4,2403.655,201.202,33.8,2.9,23.8,-8.456,33.307,-10.377,1.55,3.36,2.0,1.781,-141.114,-6.923,150.2,-0.965,163.18,50.0,5.96,-4.21,10.82,55.0,11.0,C,S,FF,643,0.0,2015000075.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,-0.5671666666666666,3.478333333333333,570489,Strikeout,201500001,9,3,3,R,572096,L,False
311,-0.842,2.133,96.7,88.4,2639.428,210.879,45.9,3.5,23.7,-13.219,34.786,-10.069,1.55,3.36,2.0,2.661,-141.57,-8.712,149.1,-0.945,181.19,50.0,5.909,-6.57,10.95,54.0,13.0,F,S,FF,644,0.0,2015000075.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,-0.346,3.1085,570489,Strikeout,201500001,9,3,3,R,572096,L,False
312,1.377,2.97,86.0,79.5,2274.763,222.694,33.1,5.5,23.8,-13.388,24.588,-17.663,1.55,3.36,2.0,7.255,-125.919,-4.012,64.51,-0.457,158.59,50.0,6.005,-8.3,8.96,26.0,12.0,B,B,CH,645,0.0,2015000075.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,1.1516666666666668,3.7408333333333332,570489,Strikeout,201500001,9,3,3,R,572096,L,False
313,-0.313,3.591,97.4,89.3,2403.943,197.665,30.8,2.5,23.8,-7.178,33.752,-9.637,1.55,3.36,2.0,3.067,-142.743,-5.054,128.93,-0.949,141.82,50.0,5.995,-3.49,10.92,51.0,11.0,S,S,FF,646,0.0,2015000075.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,-0.3401666666666667,3.883,570489,Strikeout,201500001,9,3,3,R,572096,L,False
314,-0.02,1.75,89.5,82.2,1310.692,277.022,16.3,8.5,23.8,-11.74,29.88,-33.62,1.43,3.09,2.0,7.98,-130.93,-3.66,117.69,-2.23,191.45,50.0,5.71,-6.82,-0.88,49.0,8.0,C,S,CH,3,0.0,2015000076.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5566666666666666,3.8033333333333332,594777,Strikeout,201500002,1,1,0,R,433587,L,True
315,0.22,1.77,79.1,72.3,2638.415,28.051,-11.9,15.9,23.7,9.92,27.74,-50.79,1.47,3.01,2.0,3.6,-115.99,1.88,108.65,-2.34,190.94,50.0,5.91,7.5,-14.14,28.0,8.0,F,S,CU,4,0.0,2015000076.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,-1.6849999999999998,5.0183333333333335,594777,Strikeout,201500002,1,1,0,R,433587,L,True
316,-0.38,1.94,92.3,84.3,292.19,295.361,2.0,7.7,23.7,-2.46,33.81,-33.34,1.47,3.01,2.0,5.47,-135.17,-4.01,131.33,-2.27,186.37,50.0,5.83,-1.35,-0.68,30.0,7.0,C,S,SI,5,0.0,2015000076.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,-1.2125,3.9416666666666664,594777,Strikeout,201500002,1,1,0,R,433587,L,True
